geoid,tract_name,aland_sqkm,total_reports,phone_reports,digital_reports,pop2020,other_reports,reports_per_1000_residents,reports_per_sqkm,pct_phone,pct_digital
48453034500,Census Tract 345,1.701451,1354,817,520,2346,17,577.2,795.8,60.3,38.4
48453043600,Census Tract 436,7.675287,1267,959,278,3854,30,328.7,165.1,75.7,21.9
48453002216,Census Tract 22.16,56.128548,1239,1042,174,10133,23,122.3,22.1,84.1,14.0
48453035800,Census Tract 358,23.909526,1109,608,485,4420,16,250.9,46.4,54.8,43.7
48453033200,Census Tract 332,7.130414,1101,849,243,5068,9,217.2,154.4,77.1,22.1
48453001913,Census Tract 19.13,12.027127,1076,885,168,5009,23,214.8,89.5,82.2,15.6
48453045900,Census Tract 459,27.811424,1047,945,88,11718,14,89.3,37.6,90.3,8.4
48453002310,Census Tract 23.10,17.977837,1047,871,173,3090,3,338.8,58.2,83.2,16.5
48453032900,Census Tract 329,29.280456,953,619,305,7748,29,123.0,32.5,65.0,32.0
48453035000,Census Tract 350,19.216252,846,523,281,7266,42,116.4,44.0,61.8,33.2
