stop_name,total_311_calls,unresolved_tickets,unresolved_rate,avg_open_ticket_age_days,response_rate,unresolved_burden_score,first_ticket_date,last_ticket_date
1609 Lavaca/17th (Midblock),142,113,79.6,507.8,,0.89,2023-01-13,2026-03-25
